itemId	category	name	iconId	imagePath
235002	Goods	Rotten Stray Ashes +2	455	
235003	Goods	Rotten Stray Ashes +3	455	
235004	Goods	Rotten Stray Ashes +4	455	
235005	Goods	Rotten Stray Ashes +5	455	
235006	Goods	Rotten Stray Ashes +6	455	
235007	Goods	Rotten Stray Ashes +7	455	
235008	Goods	Rotten Stray Ashes +8	455	
235009	Goods	Rotten Stray Ashes +9	455	
235010	Goods	Rotten Stray Ashes +10	455	
236000	Goods	Spirit Jellyfish Ashes	111	
236001	Goods	Spirit Jellyfish Ashes +1	111	
236002	Goods	Spirit Jellyfish Ashes +2	111	
236003	Goods	Spirit Jellyfish Ashes +3	111	
236004	Goods	Spirit Jellyfish Ashes +4	111	
236005	Goods	Spirit Jellyfish Ashes +5	111	
236006	Goods	Spirit Jellyfish Ashes +6	111	
236007	Goods	Spirit Jellyfish Ashes +7	111	
236008	Goods	Spirit Jellyfish Ashes +8	111	
236009	Goods	Spirit Jellyfish Ashes +9	111	
236010	Goods	Spirit Jellyfish Ashes +10	111	
237000	Goods	Warhawk Ashes	456	
237001	Goods	Warhawk Ashes +1	456	
237002	Goods	Warhawk Ashes +2	456	
237003	Goods	Warhawk Ashes +3	456	
237004	Goods	Warhawk Ashes +4	456	
237005	Goods	Warhawk Ashes +5	456	
237006	Goods	Warhawk Ashes +6	456	
237007	Goods	Warhawk Ashes +7	456	
237008	Goods	Warhawk Ashes +8	456	
237009	Goods	Warhawk Ashes +9	456	
237010	Goods	Warhawk Ashes +10	456	
238000	Goods	Stormhawk Deenh	470	
238001	Goods	Stormhawk Deenh +1	470	
238002	Goods	Stormhawk Deenh +2	470	
238003	Goods	Stormhawk Deenh +3	470	
238004	Goods	Stormhawk Deenh +4	470	
238005	Goods	Stormhawk Deenh +5	470	
238006	Goods	Stormhawk Deenh +6	470	
238007	Goods	Stormhawk Deenh +7	470	
238008	Goods	Stormhawk Deenh +8	470	
238009	Goods	Stormhawk Deenh +9	470	
238010	Goods	Stormhawk Deenh +10	470	
239000	Goods	Bloodhound Knight Floh	112	
239001	Goods	Bloodhound Knight Floh +1	112	
239002	Goods	Bloodhound Knight Floh +2	112	
239003	Goods	Bloodhound Knight Floh +3	112	
239004	Goods	Bloodhound Knight Floh +4	112	
239005	Goods	Bloodhound Knight Floh +5	112	
239006	Goods	Bloodhound Knight Floh +6	112	
239007	Goods	Bloodhound Knight Floh +7	112	
239008	Goods	Bloodhound Knight Floh +8	112	
239009	Goods	Bloodhound Knight Floh +9	112	
239010	Goods	Bloodhound Knight Floh +10	112	
240000	Goods	Wandering Noble Ashes	106	
240001	Goods	Wandering Noble Ashes +1	106	
240002	Goods	Wandering Noble Ashes +2	106	
240003	Goods	Wandering Noble Ashes +3	106	
240004	Goods	Wandering Noble Ashes +4	106	
240005	Goods	Wandering Noble Ashes +5	106	
240006	Goods	Wandering Noble Ashes +6	106	
240007	Goods	Wandering Noble Ashes +7	106	
240008	Goods	Wandering Noble Ashes +8	106	
240009	Goods	Wandering Noble Ashes +9	106	
240010	Goods	Wandering Noble Ashes +10	106	
240100	Armor	Blue Silver Mail Armor	13301	
240200	Armor	Blue Silver Bracelets	13302	
240300	Armor	Blue Silver Mail Skirt	13303	
241000	Goods	Noble Sorcerer Ashes	107	
241001	Goods	Noble Sorcerer Ashes +1	107	
241002	Goods	Noble Sorcerer Ashes +2	107	
241003	Goods	Noble Sorcerer Ashes +3	107	
241004	Goods	Noble Sorcerer Ashes +4	107	
241005	Goods	Noble Sorcerer Ashes +5	107	
241006	Goods	Noble Sorcerer Ashes +6	107	
241007	Goods	Noble Sorcerer Ashes +7	107	
241008	Goods	Noble Sorcerer Ashes +8	107	
241009	Goods	Noble Sorcerer Ashes +9	107	
241010	Goods	Noble Sorcerer Ashes +10	107	
241100	Armor	Blue Silver Mail Armor (Altered)	13311	
242000	Goods	Vulgar Militia Ashes	462	
242001	Goods	Vulgar Militia Ashes +1	462	
242002	Goods	Vulgar Militia Ashes +2	462	
242003	Goods	Vulgar Militia Ashes +3	462	
242004	Goods	Vulgar Militia Ashes +4	462	
242005	Goods	Vulgar Militia Ashes +5	462	
242006	Goods	Vulgar Militia Ashes +6	462	
242007	Goods	Vulgar Militia Ashes +7	462	
242008	Goods	Vulgar Militia Ashes +8	462	
242009	Goods	Vulgar Militia Ashes +9	462	
242010	Goods	Vulgar Militia Ashes +10	462	
243000	Goods	Mad Pumpkin Head Ashes	463	
243001	Goods	Mad Pumpkin Head Ashes +1	463	
243002	Goods	Mad Pumpkin Head Ashes +2	463	
243003	Goods	Mad Pumpkin Head Ashes +3	463	
243004	Goods	Mad Pumpkin Head Ashes +4	463	
243005	Goods	Mad Pumpkin Head Ashes +5	463	
243006	Goods	Mad Pumpkin Head Ashes +6	463	
243007	Goods	Mad Pumpkin Head Ashes +7	463	
243008	Goods	Mad Pumpkin Head Ashes +8	463	
243009	Goods	Mad Pumpkin Head Ashes +9	463	
243010	Goods	Mad Pumpkin Head Ashes +10	463	
244000	Goods	Land Squirt Ashes	477	
244001	Goods	Land Squirt Ashes +1	477	
244002	Goods	Land Squirt Ashes +2	477	
244003	Goods	Land Squirt Ashes +3	477	
244004	Goods	Land Squirt Ashes +4	477	
244005	Goods	Land Squirt Ashes +5	477	
244006	Goods	Land Squirt Ashes +6	477	
244007	Goods	Land Squirt Ashes +7	477	
244008	Goods	Land Squirt Ashes +8	477	
244009	Goods	Land Squirt Ashes +9	477	
244010	Goods	Land Squirt Ashes +10	477	
245000	Goods	Miranda Sprout Ashes	464	
245001	Goods	Miranda Sprout Ashes +1	464	
245002	Goods	Miranda Sprout Ashes +2	464	
245003	Goods	Miranda Sprout Ashes +3	464	
245004	Goods	Miranda Sprout Ashes +4	464	
245005	Goods	Miranda Sprout Ashes +5	464	
245006	Goods	Miranda Sprout Ashes +6	464	
245007	Goods	Miranda Sprout Ashes +7	464	
245008	Goods	Miranda Sprout Ashes +8	464	
245009	Goods	Miranda Sprout Ashes +9	464	
245010	Goods	Miranda Sprout Ashes +10	464	
246000	Goods	Soldjars of Fortune Ashes	465	
246001	Goods	Soldjars of Fortune Ashes +1	465	
246002	Goods	Soldjars of Fortune Ashes +2	465	
246003	Goods	Soldjars of Fortune Ashes +3	465	
246004	Goods	Soldjars of Fortune Ashes +4	465	
246005	Goods	Soldjars of Fortune Ashes +5	465	
246006	Goods	Soldjars of Fortune Ashes +6	465	
246007	Goods	Soldjars of Fortune Ashes +7	465	
246008	Goods	Soldjars of Fortune Ashes +8	465	
246009	Goods	Soldjars of Fortune Ashes +9	465	
246010	Goods	Soldjars of Fortune Ashes +10	465	
247000	Goods	Omenkiller Rollo	466	
247001	Goods	Omenkiller Rollo +1	466	
247002	Goods	Omenkiller Rollo +2	466	
247003	Goods	Omenkiller Rollo +3	466	
247004	Goods	Omenkiller Rollo +4	466	
247005	Goods	Omenkiller Rollo +5	466	
247006	Goods	Omenkiller Rollo +6	466	
247007	Goods	Omenkiller Rollo +7	466	
247008	Goods	Omenkiller Rollo +8	466	
247009	Goods	Omenkiller Rollo +9	466	
247010	Goods	Omenkiller Rollo +10	466	
248000	Goods	Greatshield Soldier Ashes	467	
248001	Goods	Greatshield Soldier Ashes +1	467	
248002	Goods	Greatshield Soldier Ashes +2	467	
248003	Goods	Greatshield Soldier Ashes +3	467	
248004	Goods	Greatshield Soldier Ashes +4	467	
248005	Goods	Greatshield Soldier Ashes +5	467	
248006	Goods	Greatshield Soldier Ashes +6	467	
248007	Goods	Greatshield Soldier Ashes +7	467	
248008	Goods	Greatshield Soldier Ashes +8	467	
248009	Goods	Greatshield Soldier Ashes +9	467	
248010	Goods	Greatshield Soldier Ashes +10	467	
249000	Goods	Archer Ashes	468	
249001	Goods	Archer Ashes +1	468	
249002	Goods	Archer Ashes +2	468	
249003	Goods	Archer Ashes +3	468	
249004	Goods	Archer Ashes +4	468	
249005	Goods	Archer Ashes +5	468	
249006	Goods	Archer Ashes +6	468	
249007	Goods	Archer Ashes +7	468	
249008	Goods	Archer Ashes +8	468	
249009	Goods	Archer Ashes +9	468	
249010	Goods	Archer Ashes +10	468	
250000	Goods	Godrick Soldier Ashes	457	
250001	Goods	Godrick Soldier Ashes +1	457	
250002	Goods	Godrick Soldier Ashes +2	457	
250003	Goods	Godrick Soldier Ashes +3	457	
250004	Goods	Godrick Soldier Ashes +4	457	
250005	Goods	Godrick Soldier Ashes +5	457	
250006	Goods	Godrick Soldier Ashes +6	457	
250007	Goods	Godrick Soldier Ashes +7	457	
250008	Goods	Godrick Soldier Ashes +8	457	
250009	Goods	Godrick Soldier Ashes +9	457	
250010	Goods	Godrick Soldier Ashes +10	457	
250100	Armor	Nomadic Merchant's Finery	13321	
250300	Armor	Nomadic Merchant's Trousers	13323	
251000	Goods	Raya Lucaria Soldier Ashes	458	
251001	Goods	Raya Lucaria Soldier Ashes +1	458	
251002	Goods	Raya Lucaria Soldier Ashes +2	458	
251003	Goods	Raya Lucaria Soldier Ashes +3	458	
251004	Goods	Raya Lucaria Soldier Ashes +4	458	
251005	Goods	Raya Lucaria Soldier Ashes +5	458	
251006	Goods	Raya Lucaria Soldier Ashes +6	458	
251007	Goods	Raya Lucaria Soldier Ashes +7	458	
251008	Goods	Raya Lucaria Soldier Ashes +8	458	
251009	Goods	Raya Lucaria Soldier Ashes +9	458	
251010	Goods	Raya Lucaria Soldier Ashes +10	458	
251100	Armor	Nomadic Merchant's Finery (Altered)	13331	
252000	Goods	Leyndell Soldier Ashes	460	
252001	Goods	Leyndell Soldier Ashes +1	460	
252002	Goods	Leyndell Soldier Ashes +2	460	
252003	Goods	Leyndell Soldier Ashes +3	460	
252004	Goods	Leyndell Soldier Ashes +4	460	
252005	Goods	Leyndell Soldier Ashes +5	460	
252006	Goods	Leyndell Soldier Ashes +6	460	
252007	Goods	Leyndell Soldier Ashes +7	460	
252008	Goods	Leyndell Soldier Ashes +8	460	
252009	Goods	Leyndell Soldier Ashes +9	460	
252010	Goods	Leyndell Soldier Ashes +10	460	
253000	Goods	Radahn Soldier Ashes	459	
253001	Goods	Radahn Soldier Ashes +1	459	
253002	Goods	Radahn Soldier Ashes +2	459	
253003	Goods	Radahn Soldier Ashes +3	459	
253004	Goods	Radahn Soldier Ashes +4	459	
253005	Goods	Radahn Soldier Ashes +5	459	
253006	Goods	Radahn Soldier Ashes +6	459	
253007	Goods	Radahn Soldier Ashes +7	459	
253008	Goods	Radahn Soldier Ashes +8	459	
253009	Goods	Radahn Soldier Ashes +9	459	
253010	Goods	Radahn Soldier Ashes +10	459	
254000	Goods	Mausoleum Soldier Ashes	461	
254001	Goods	Mausoleum Soldier Ashes +1	461	
254002	Goods	Mausoleum Soldier Ashes +2	461	
254003	Goods	Mausoleum Soldier Ashes +3	461	
254004	Goods	Mausoleum Soldier Ashes +4	461	
254005	Goods	Mausoleum Soldier Ashes +5	461	
254006	Goods	Mausoleum Soldier Ashes +6	461	
254007	Goods	Mausoleum Soldier Ashes +7	461	
254008	Goods	Mausoleum Soldier Ashes +8	461	
254009	Goods	Mausoleum Soldier Ashes +9	461	
254010	Goods	Mausoleum Soldier Ashes +10	461	
255000	Goods	Haligtree Soldier Ashes	469	
255001	Goods	Haligtree Soldier Ashes +1	469	
255002	Goods	Haligtree Soldier Ashes +2	469	
255003	Goods	Haligtree Soldier Ashes +3	469	
255004	Goods	Haligtree Soldier Ashes +4	469	
255005	Goods	Haligtree Soldier Ashes +5	469	
255006	Goods	Haligtree Soldier Ashes +6	469	
255007	Goods	Haligtree Soldier Ashes +7	469	
255008	Goods	Haligtree Soldier Ashes +8	469	
255009	Goods	Haligtree Soldier Ashes +9	469	
255010	Goods	Haligtree Soldier Ashes +10	469	
256000	Goods	Ancient Dragon Knight Kristoff	474	
256001	Goods	Ancient Dragon Knight Kristoff +1	474	
256002	Goods	Ancient Dragon Knight Kristoff +2	474	
256003	Goods	Ancient Dragon Knight Kristoff +3	474	
256004	Goods	Ancient Dragon Knight Kristoff +4	474	
256005	Goods	Ancient Dragon Knight Kristoff +5	474	
256006	Goods	Ancient Dragon Knight Kristoff +6	474	
256007	Goods	Ancient Dragon Knight Kristoff +7	474	
256008	Goods	Ancient Dragon Knight Kristoff +8	474	
256009	Goods	Ancient Dragon Knight Kristoff +9	474	
256010	Goods	Ancient Dragon Knight Kristoff +10	474	
257000	Goods	Redmane Knight Ogha	473	
257001	Goods	Redmane Knight Ogha +1	473	
257002	Goods	Redmane Knight Ogha +2	473	
257003	Goods	Redmane Knight Ogha +3	473	
257004	Goods	Redmane Knight Ogha +4	473	
257005	Goods	Redmane Knight Ogha +5	473	
257006	Goods	Redmane Knight Ogha +6	473	
257007	Goods	Redmane Knight Ogha +7	473	
257008	Goods	Redmane Knight Ogha +8	473	
257009	Goods	Redmane Knight Ogha +9	473	
257010	Goods	Redmane Knight Ogha +10	473	
258000	Goods	Lhutel the Headless	475	
258001	Goods	Lhutel the Headless +1	475	
258002	Goods	Lhutel the Headless +2	475	
258003	Goods	Lhutel the Headless +3	475	
258004	Goods	Lhutel the Headless +4	475	
258005	Goods	Lhutel the Headless +5	475	
258006	Goods	Lhutel the Headless +6	475	
258007	Goods	Lhutel the Headless +7	475	
258008	Goods	Lhutel the Headless +8	475	
258009	Goods	Lhutel the Headless +9	475	
258010	Goods	Lhutel the Headless +10	475	
259000	Goods	Nepheli Loux Puppet	481	
259001	Goods	Nepheli Loux Puppet +1	481	
259002	Goods	Nepheli Loux Puppet +2	481	
259003	Goods	Nepheli Loux Puppet +3	481	
259004	Goods	Nepheli Loux Puppet +4	481	
259005	Goods	Nepheli Loux Puppet +5	481	
259006	Goods	Nepheli Loux Puppet +6	481	
259007	Goods	Nepheli Loux Puppet +7	481	
259008	Goods	Nepheli Loux Puppet +8	481	
259009	Goods	Nepheli Loux Puppet +9	481	
259010	Goods	Nepheli Loux Puppet +10	481	
260000	Goods	Dung Eater Puppet	482	
260001	Goods	Dung Eater Puppet +1	482	
260002	Goods	Dung Eater Puppet +2	482	
260003	Goods	Dung Eater Puppet +3	482	
260004	Goods	Dung Eater Puppet +4	482	
260005	Goods	Dung Eater Puppet +5	482	
260006	Goods	Dung Eater Puppet +6	482	
260007	Goods	Dung Eater Puppet +7	482	
260008	Goods	Dung Eater Puppet +8	482	
260009	Goods	Dung Eater Puppet +9	482	
260010	Goods	Dung Eater Puppet +10	482	
260100	Armor	Malformed Dragon Armor	13341	
260200	Armor	Malformed Dragon Gauntlets	13342	
260300	Armor	Malformed Dragon Greaves	13343	
261000	Goods	Finger Maiden Therolina Puppet	483	
261001	Goods	Finger Maiden Therolina Puppet +1	483	
261002	Goods	Finger Maiden Therolina Puppet +2	483	
261003	Goods	Finger Maiden Therolina Puppet +3	483	
261004	Goods	Finger Maiden Therolina Puppet +4	483	
261005	Goods	Finger Maiden Therolina Puppet +5	483	
261006	Goods	Finger Maiden Therolina Puppet +6	483	
261007	Goods	Finger Maiden Therolina Puppet +7	483	
261008	Goods	Finger Maiden Therolina Puppet +8	483	
261009	Goods	Finger Maiden Therolina Puppet +9	483	
261010	Goods	Finger Maiden Therolina Puppet +10	483	
262000	Goods	Dolores the Sleeping Arrow Puppet	484	
262001	Goods	Dolores the Sleeping Arrow Puppet +1	484	
262002	Goods	Dolores the Sleeping Arrow Puppet +2	484	
262003	Goods	Dolores the Sleeping Arrow Puppet +3	484	
262004	Goods	Dolores the Sleeping Arrow Puppet +4	484	
262005	Goods	Dolores the Sleeping Arrow Puppet +5	484	
262006	Goods	Dolores the Sleeping Arrow Puppet +6	484	
262007	Goods	Dolores the Sleeping Arrow Puppet +7	484	
262008	Goods	Dolores the Sleeping Arrow Puppet +8	484	
262009	Goods	Dolores the Sleeping Arrow Puppet +9	484	
262010	Goods	Dolores the Sleeping Arrow Puppet +10	484	
263000	Goods	Jarwight Puppet	485	
263001	Goods	Jarwight Puppet +1	485	
263002	Goods	Jarwight Puppet +2	485	
263003	Goods	Jarwight Puppet +3	485	
263004	Goods	Jarwight Puppet +4	485	
263005	Goods	Jarwight Puppet +5	485	
263006	Goods	Jarwight Puppet +6	485	
263007	Goods	Jarwight Puppet +7	485	
263008	Goods	Jarwight Puppet +8	485	
263009	Goods	Jarwight Puppet +9	485	
263010	Goods	Jarwight Puppet +10	485	
270000	Armor	Tree Sentinel Helm	13350	
270100	Armor	Tree Sentinel Armor	13351	
270200	Armor	Tree Sentinel Gauntlets	13352	
270300	Armor	Tree Sentinel Greaves	13353	
271100	Armor	Tree Sentinel Armor (Altered)	13361	
280000	Armor	Royal Knight Helm	13370	
280100	Armor	Royal Knight Armor	13371	
280200	Armor	Royal Knight Gauntlets	13372	
280300	Armor	Royal Knight Greaves	13373	
281100	Armor	Royal Knight Armor (Altered)	13381	
290000	Armor	Nox Monk Hood	13390	
290100	Armor	Nox Monk Armor	13391	
290200	Armor	Nox Bracelets	13392	
290300	Armor	Nox Greaves	13393	
291000	Armor	Nox Monk Hood (Altered)	13400	
291100	Armor	Nox Monk Armor (Altered)	13401	
292000	Armor	Nox Swordstress Crown	13410	
292100	Armor	Nox Swordstress Armor	13411	
293000	Armor	Night Maiden Twin Crown	15460	
293100	Armor	Night Maiden Armor	15461	
294000	Armor	Nox Swordstress Crown (Altered)	15470	
294100	Armor	Nox Swordstress Armor (Altered)	15471	
300000	Armor	Great Horned Headband	13420	
300100	Armor	Fur Raiment	13421	
300300	Armor	Fur Leggings	13423	
301000	Armor	Shining Horned Headband	13425	
301100	Armor	Shaman Furs	13426	
301300	Armor	Shaman Leggings	13428	
302000	Weapons	Miranda's Prayer	0	
303000	Weapons	Cuckoo Glintstone	0	
305000	Weapons	Glintstone Scrap	0	
305100	Weapons	Large Glintstone Scrap	0	
306000	Weapons	Gravity Stone Fan	0	
307000	Weapons	Gravity Stone Chunk	0	
308000	Weapons	Wraith Calling Bell	0	
310000	Armor	Duelist Helm	13430	
310100	Armor	Gravekeeper Cloak	13431	
310300	Armor	Duelist Greaves	13433	
311100	Armor	Gravekeeper Cloak (Altered)	13441	
320000	Armor	Sanguine Noble Hood	13450	
320100	Armor	Sanguine Noble Robe	13451	
320300	Armor	Sanguine Noble Waistcloth	13453	
330000	Armor	Guardian Mask	13460	
330100	Armor	Guardian Garb (Full Bloom)	13461	
330200	Armor	Guardian Bracers	13462	
330300	Armor	Guardian Greaves	13463	
331100	Armor	Guardian Garb	13471	
340000	Armor	Cleanrot Helm	13480	
340100	Armor	Cleanrot Armor	13481	
340200	Armor	Cleanrot Gauntlets	13482	
340300	Armor	Cleanrot Greaves	13483	
341000	Armor	Cleanrot Helm (Altered)	13490	
341100	Armor	Cleanrot Armor (Altered)	13491	
350000	Armor	Fire Monk Hood	13500	
350100	Armor	Fire Monk Armor	13501	
350200	Armor	Fire Monk Gauntlets	13502	
350300	Armor	Fire Monk Greaves	13503	
351000	Armor	Blackflame Monk Hood	13510	
351100	Armor	Blackflame Monk Armor	13511	
351200	Armor	Blackflame Monk Gauntlets	13512	
351300	Armor	Blackflame Monk Greaves	13513	
358000	Weapons	Poison Spraymist	0	
360000	Armor	Fire Prelate Helm	13520	
360100	Armor	Fire Prelate Armor	13521	
360200	Armor	Fire Prelate Gauntlets	13522	
360300	Armor	Fire Prelate Greaves	13523	
361000	Weapons	Acid Spraymist	0	
361100	Armor	Fire Prelate Armor (Altered)	13531	
370000	Armor	Aristocrat Headband	13540	
370100	Armor	Aristocrat Garb	13541	
370300	Armor	Aristocrat Boots	13543	
371100	Armor	Aristocrat Garb (Altered)	13551	
380000	Armor	Aristocrat Hat	13560	
380100	Armor	Aristocrat Coat	13561	
390000	Armor	Old Aristocrat Cowl	13570	
390100	Armor	Old Aristocrat Gown	13571	
390300	Armor	Old Aristocrat Shoes	13573	
420000	Armor	Vulgar Militia Helm	13600	
420100	Armor	Vulgar Militia Armor	13601	
420200	Armor	Vulgar Militia Gauntlets	13602	
420300	Armor	Vulgar Militia Greaves	13603	
430000	Armor	Sage Hood	13610	
430100	Armor	Sage Robe	13611	
430300	Armor	Sage Trousers	13613	
440000	Armor	Pumpkin Helm	13620	
460000	Armor	Elden Lord Crown	13650	
460100	Armor	Elden Lord Armor	13651	
460200	Armor	Elden Lord Bracers	13652	
460300	Armor	Elden Lord Greaves	13653	
461100	Armor	Elden Lord Armor (Altered)	13661	
470000	Armor	Radahn's Redmane Helm	13670	
470100	Armor	Radahn's Lion Armor	13671	
470200	Armor	Radahn's Gauntlets	13672	
470300	Armor	Radahn's Greaves	13673	
471000	Weapons	Dragon Communion Harpoon	0	
471100	Armor	Radahn's Lion Armor (Altered)	14701	
480100	Armor	Lord of Blood's Robe	13681	
481100	Armor	Lord of Blood's Robe (Altered)	14711	
502000	Weapons	Lamenter's Mask	0	
510000	Armor	Queen's Crescent Crown	13710	
510100	Armor	Queen's Robe	13711	
510200	Armor	Queen's Bracelets	13712	
510300	Armor	Queen's Leggings	13713	
520000	Armor	Godskin Apostle Hood	13720	
520100	Armor	Godskin Apostle Robe	13721	
520200	Armor	Godskin Apostle Bracelets	13722	
520300	Armor	Godskin Apostle Trousers	13723	
530000	Armor	Godskin Noble Hood	13730	
530100	Armor	Godskin Noble Robe	13731	
530200	Armor	Godskin Noble Bracelets	13732	
530300	Armor	Godskin Noble Trousers	13733	
540000	Armor	Depraved Perfumer Headscarf	13740	
540100	Armor	Depraved Perfumer Robe	13741	
540200	Armor	Depraved Perfumer Gloves	13742	
540300	Armor	Depraved Perfumer Trousers	13743	
541100	Armor	Depraved Perfumer Robe (Altered)	13751	
570000	Armor	Crucible Axe Helm	13800	
570100	Armor	Crucible Axe Armor	13801	
570200	Armor	Crucible Gauntlets	13802	
570300	Armor	Crucible Greaves	13803	
571000	Armor	Crucible Tree Helm	13810	
571100	Armor	Crucible Tree Armor	13811	
572100	Armor	Crucible Axe Armor (Altered)	13821	
573100	Armor	Crucible Tree Armor (Altered)	13831	
580000	Armor	Lusat's Glintstone Crown	13840	
580100	Armor	Lusat's Robe	13841	
580200	Armor	Lusat's Manchettes	13842	
580300	Armor	Old Sorcerer's Legwraps	13843	
581000	Armor	Azur's Glintstone Crown	13850	
581100	Armor	Azur's Glintstone Robe	13851	
581200	Armor	Azur's Manchettes	13852	
590000	Armor	All-Knowing Helm	13860	
590100	Armor	All-Knowing Armor	13861	
590200	Armor	All-Knowing Gauntlets	13862	
590300	Armor	All-Knowing Greaves	13863	
591100	Armor	All-Knowing Armor (Altered)	13871	
600000	Armor	Twinned Helm	13880	
600100	Armor	Twinned Armor	13881	
600200	Armor	Twinned Gauntlets	13882	
600300	Armor	Twinned Greaves	13883	
601100	Armor	Twinned Armor (Altered)	13891	
610000	Armor	Ragged Hat	13900	
610100	Armor	Ragged Armor	13901	
610200	Armor	Ragged Gloves	13902	
610300	Armor	Ragged Loincloth	13903	
611000	Armor	Ragged Hat (Altered)	13910	
611100	Armor	Ragged Armor (Altered)	13911	
613000	Weapons	Horned Bairn	0	
614000	Weapons	Perfumed Oil of Ranah	0	
615000	Weapons	Call of Tibia	0	
616000	Weapons	Surging Frenzied Flame	0	
618000	Weapons	Fire Coil	0	
619000	Weapons	Fire Spritestone	0	
620000	Armor	Prophet Blindfold	13920	
620100	Armor	Corhyn's Robe	13921	
620300	Armor	Prophet Trousers	13923	
621100	Armor	Prophet Robe (Altered)	13931	
622100	Armor	Prophet Robe	13941	
630000	Armor	Astrologer Hood	13950	
630100	Armor	Astrologer Robe	13951	
630200	Armor	Astrologer Gloves	13952	
630300	Armor	Astrologer Trousers	13953	
631100	Armor	Astrologer Robe (Altered)	13961	
640000	Armor	Lionel's Helm	13970	
640100	Armor	Lionel's Armor	13971	
640200	Armor	Lionel's Gauntlets	13972	
640300	Armor	Lionel's Greaves	13973	
641100	Armor	Lionel's Armor (Altered)	13981	
650000	Armor	Hoslow's Helm	13990	
650100	Armor	Hoslow's Armor	13991	
650200	Armor	Hoslow's Gauntlets	13992	
650300	Armor	Hoslow's Greaves	13993	
651000	Armor	Diallos's Mask	14000	
652100	Armor	Hoslow's Armor (Altered)	14001	
660000	Armor	Vagabond Knight Helm	14010	
660100	Armor	Vagabond Knight Armor	14011	
660200	Armor	Vagabond Knight Gauntlets	14012	
660300	Armor	Vagabond Knight Greaves	14013	
661100	Armor	Vagabond Knight Armor (Altered)	14021	
670000	Armor	Blue Cloth Cowl	14030	
670100	Armor	Blue Cloth Vest	14031	
670200	Armor	Warrior Gauntlets	14032	
670300	Armor	Warrior Greaves	14033	
680000	Armor	White Mask	14040	
680100	Armor	War Surgeon Gown	14041	
680200	Armor	War Surgeon Gloves	14042	
680300	Armor	War Surgeon Trousers	14043	
681100	Armor	War Surgeon Gown (Altered)	14051	
690000	Armor	Royal Remains Helm	14060	
690100	Armor	Royal Remains Armor	14061	
690200	Armor	Royal Remains Gauntlets	14062	
690300	Armor	Royal Remains Greaves	14063	
700000	Armor	Brave's Cord Circlet	14070	
700100	Armor	Brave's Battlewear	14071	
700200	Armor	Brave's Bracer	14072	
700300	Armor	Brave's Legwraps	14073	
701000	Armor	Brave's Leather Helm	14090	
702000	Armor	Brave's Battlewear (Altered)	14081	
720000	Armor	Beast Champion Helm	14100	
720100	Armor	Beast Champion Armor	14101	
720200	Armor	Beast Champion Gauntlets	14102	
720300	Armor	Beast Champion Greaves	14103	
721100	Armor	Beast Champion Armor (Altered)	14111	
730000	Armor	Champion Headband	14120	
730100	Armor	Champion Pauldron	14121	
730200	Armor	Champion Bracers	14122	
730300	Armor	Champion Gaiters	14123	
740000	Armor	Crimson Hood	14130	
740100	Armor	Noble's Traveling Garb	14131	
740200	Armor	Noble's Gloves	14132	
740300	Armor	Noble's Trousers	14133	
741000	Armor	Navy Hood	14140	
760000	Armor	Maliketh's Helm	14150	
760100	Armor	Maliketh's Armor	14151	
760200	Armor	Maliketh's Gauntlets	14152	
760300	Armor	Maliketh's Greaves	14153	
761100	Armor	Maliketh's Armor (Altered)	14161	
770000	Armor	Malenia's Winged Helm	14170	
770100	Armor	Malenia's Armor	14171	
770200	Armor	Malenia's Gauntlet	14172	
770300	Armor	Malenia's Greaves	14173	
771100	Armor	Malenia's Armor (Altered)	14181	
780000	Armor	Veteran's Helm	14190	
780100	Armor	Veteran's Armor	14191	
780200	Armor	Veteran's Gauntlets	14192	
780300	Armor	Veteran's Greaves	14193	
781100	Armor	Veteran's Armor (Altered)	14201	
790000	Armor	Bloodhound Knight Helm	14210	
790100	Armor	Bloodhound Knight Armor	14211	
790200	Armor	Bloodhound Knight Gauntlets	14212	
790300	Armor	Bloodhound Knight Greaves	14213	
791100	Armor	Bloodhound Knight Armor (Altered)	14221	
800000	Armor	Festive Hood	14230	
800100	Armor	Festive Garb	14231	
801000	Armor	Festive Hood (Altered)	14240	
801100	Armor	Festive Garb (Altered)	14241	
802000	Armor	Blue Festive Hood	14250	
802100	Armor	Blue Festive Garb	14251	
810000	Armor	Commoner's Headband	14260	
810100	Armor	Commoner's Garb	14261	
810300	Armor	Commoner's Shoes	14263	
811000	Armor	Commoner's Headband (Altered)	14270	
811100	Armor	Commoner's Garb (Altered)	14271	
812000	Armor	Commoner's Simple Garb	14281	
812100	Armor	Commoner's Simple Garb (Altered)	14291	
820000	Armor	Envoy Crown	14300	
830000	Armor	Twinsage Glintstone Crown	14310	
830100	Armor	Raya Lucarian Robe	14311	
830200	Armor	Sorcerer Manchettes	14312	
830300	Armor	Sorcerer Leggings	14313	
831000	Armor	Olivinus Glintstone Crown	14320	
832000	Armor	Lazuli Glintstone Crown	14330	
832100	Weapons	Ancient Dragonbolt Pot	0	
833000	Armor	Karolos Glintstone Crown	14340	
834000	Armor	Witch's Glintstone Crown	14720	
835000	Weapons	Holy Water Pot	0	
835100	Weapons	Sacred Order Pot	0	
837000	Weapons	Poison Pot	0	
