paramId	name	behaviorVariationId	normalChangeTexChrId	hp	stamina	itemLotIdEnemy	teamType	lockCameraParamId	soundBankId	retargetReferenceChrId
38000040	Cleanrot Knight	38000	-1	437	200	380000010	51	-1	-1	-1
38000042	Cleanrot Knight	38000	-1	437	200	380000010	51	-1	-1	-1
38000052	Cleanrot Knight	38000	-1	437	200	380000010	6	-1	-1	-1
38000056	Cleanrot Knight	38000	-1	437	200	380000020	6	-1	-1	-1
38000100	Mausoleum Cleanrot Knight	38000	-1	437	200	380000010	6	-1	-1	-1
38000142	Mausoleum Cleanrot Knight	38000	-1	437	200	380000010	51	-1	-1	-1
38000242	Mausoleum Cleanrot Knight	38000	-1	437	200	-1	51	-1	-1	-1
38000920	Cleanrot Knight (Boss)	38000	-1	437	200	-1	6	-1	-1	-1
38000940	Cleanrot Knight (Boss)	38000	-1	437	200	-1	6	-1	-1	-1
38001000	Cleanrot Knight	38000	-1	437	200	380000100	6	-1	-1	-1
38001031	Cleanrot Knight (Shaded Castle)	38000	-1	437	200	380000110	6	-1	-1	-1
38001040	Cleanrot Knight	38000	-1	437	200	380000110	51	-1	-1	-1
38001042	Cleanrot Knight	38000	-1	437	200	380000110	51	-1	-1	-1
38001052	Cleanrot Knight	38000	-1	437	200	380000110	6	-1	-1	-1
38001056	Cleanrot Knight	38000	-1	437	200	380000120	6	-1	-1	-1
38001100	Mausoleum Cleanrot Knight	38000	-1	437	200	380000110	6	-1	-1	-1
38001142	Mausoleum Cleanrot Knight	38000	-1	437	200	380000110	51	-1	-1	-1
38001940	Cleanrot Knight (Boss)	38000	-1	437	200	-1	6	-1	-1	-1
38100000	Kindred of Rot	38100	-1	313	50	381000000	6	3810	-1	-1
38100040	Kindred of Rot (Sellia Tunnel)	38100	-1	313	50	381000000	51	3810	-1	-1
38100056	Kindred of Rot	38100	-1	313	50	381054000	6	3810	-1	-1
38100062	Kindred of Rot	38100	-1	313	50	381000000	6	3810	-1	-1
38100932	Kindred of Rot (Boss)	38100	-1	313	50	-1	6	3810	-1	-1
38101000	Kindred of Rot	38100	-1	313	50	381000100	6	3810	-1	-1
38101040	Kindred of Rot	38100	-1	313	50	381000100	51	3810	-1	-1
38101056	Kindred of Rot	38100	-1	313	50	381054100	6	3810	-1	-1
38102000	Kindred of Rot	38100	-1	313	50	381000000	6	3810	-1	-1
38102056	Kindred of Rot	38100	-1	313	50	381054200	6	3810	-1	-1
38102932	Kindred of Rot (Boss)	38100	-1	313	50	-1	6	3810	-1	-1
38103000	Kindred of Rot	38100	-1	313	50	381000200	6	3810	-1	-1
38103040	Kindred of Rot (Sellia Tunnel)	38100	-1	313	50	381000200	6	3810	-1	-1
38103056	Kindred of Rot	38100	-1	313	50	381000200	6	3810	-1	-1
38109000	Kindred of Rot	38100	-1	313	50	-1	26	3810	-1	-1
38109040	Kindred of Rot	38100	-1	313	50	-1	26	3810	-1	-1
38500000	Marionette	38500	-1	179	50	385000000	6	-1	-1	-1
38500012	Marionette	38500	-1	179	50	385000000	6	-1	-1	-1
38500020	Marionette	38500	-1	179	50	385000000	6	-1	-1	-1
38500024	Marionette	38500	-1	179	50	385000000	6	-1	-1	-1
38500032	Marionette	38500	-1	179	50	385000000	54	-1	-1	-1
38500040	Marionette	38500	-1	179	50	385000000	6	-1	-1	-1
38500050	Marionette	38500	-1	179	50	385000000	6	-1	-1	-1
38501000	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501012	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501020	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501024	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501032	Marionette	38500	-1	179	50	385000100	54	-1	-1	-1
38501040	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501050	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501100	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501140	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501200	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38501240	Marionette	38500	-1	179	50	385000100	6	-1	-1	-1
38502000	Marionette	38500	-1	179	50	385000200	6	-1	-1	-1
38502012	Marionette	38500	-1	179	50	385000200	6	-1	-1	-1
38502020	Marionette	38500	-1	179	50	385000200	6	-1	-1	-1
38502024	Marionette	38500	-1	179	50	385000200	6	-1	-1	-1
38502032	Marionette	38500	-1	179	50	385000200	54	-1	-1	-1
38502040	Marionette	38500	-1	179	50	385000200	6	-1	-1	-1
38502050	Marionette	38500	-1	179	50	385000200	6	-1	-1	-1
38600000	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600020	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600030	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600032	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600040	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600050	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600100	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600132	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600140	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600150	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600200	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600500	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600532	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600540	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600550	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600600	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38600632	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601000	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601024	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601032	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601040	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601050	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601100	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601132	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601140	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601200	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601500	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601532	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601540	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
38601550	Avionette	38600	-1	173	50	386000000	6	-1	-1	-1
39000000	Fire Monk	39000	-1	594	50	390000000	6	-1	-1	-1
39000020	Fire Monk	39000	-1	594	50	390000000	6	-1	-1	-1
39000032	Fire Monk	39000	-1	594	50	390000000	66	-1	-1	-1
39000050	Fire Monk	39000	-1	594	50	390000000	6	-1	-1	-1
39001000	Fire Monk	39000	-1	594	50	390000100	6	-1	-1	-1
39001032	Fire Monk	39000	-1	594	50	390000100	66	-1	-1	-1
39001050	Fire Monk	39000	-1	594	50	390000100	6	-1	-1	-1
39010000	Fire Monk	39010	-1	594	50	390100000	6	-1	3900	3900
39010038	Blackflame Monk	39010	-1	594	50	390100000	6	-1	3900	3900
39011000	Blackflame Monk	39010	-1	594	50	390100100	6	-1	3900	3900
39011042	Blackflame Monk	39010	-1	594	50	390100100	6	-1	3900	3900
39100000	Fire Prelate	39100	-1	873	50	391000000	6	3910	-1	-1
39100032	Fire Prelate	39100	-1	873	50	391000700	66	3910	-1	-1
39100050	Fire Prelate	39100	-1	873	50	391000000	6	3910	-1	-1
39100100	Fire Prelate (Surcoat)	39100	-1	1164	50	391000100	6	3910	-1	-1
39100150	Fire Prelate (Surcoat)	39100	-1	1164	50	391000100	6	3910	-1	-1
39100200	Fire Prelate	39100	-1	1164	50	391000100	6	3910	-1	-1
39100250	Fire Prelate	39100	-1	1164	50	391000100	6	3910	-1	-1
39101000	Fire Prelate	39100	-1	873	50	391000200	6	3910	-1	-1
39101050	Fire Prelate	39100	-1	873	50	391000200	6	3910	-1	-1
39101100	Fire Prelate	39100	-1	1164	50	391000300	6	3910	-1	-1
39101150	Fire Prelate	39100	-1	1164	50	391000300	6	3910	-1	-1
39500000	Man-Serpent - Whip Cool	39500	-1	409	50	-1	6	-1	-1	-1
39500038	Man-Serpent	39500	-1	409	50	395000400	6	-1	-1	-1
39500100	Man-Serpent	39500	-1	409	50	-1	6	-1	-1	-1
39501000	Man-Serpent - Whip Hot	39500	-1	409	50	-1	6	-1	-1	-1
39501100	Man-Serpent	39500	-1	409	50	-1	6	-1	-1	-1
39501138	Man-Serpent	39500	-1	409	50	395000000	6	-1	-1	-1
39501200	Man-Serpent	39500	-1	409	50	-1	6	-1	-1	-1
39502000	Man-Serpent - Magma Blade Cool	39500	-1	409	50	-1	6	-1	-1	-1
39502038	Man-Serpent	39500	-1	409	50	395000100	6	-1	-1	-1
39502100	Man-Serpent	39500	-1	409	50	-1	6	-1	-1	-1
39503000	Man-Serpent - Magma Blade Hot	39500	-1	409	50	-1	6	-1	-1	-1
39503038	Man-Serpent	39500	-1	409	50	395000200	6	-1	-1	-1
39503100	Man-Serpent	39500	-1	409	50	-1	6	-1	-1	-1
39503200	Man-Serpent	39500	-1	409	50	-1	6	-1	-1	-1
39504000	Man-Serpent - Egghead	39500	-1	289	50	-1	6	3950	-1	-1
39504038	Man-Serpent	39500	-1	289	50	395000300	6	3950	-1	-1
39509000	Zorayas the Scout	39500	-1	289	50	-1	6	3950	-1	-1
39509038	Zorayas the Scout	39500	-1	289	50	-1	0	3950	-1	-1
39509138	Zorayas the Scout	39500	-1	289	50	-1	26	3950	-1	-1
39700000	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39700072	Azula Beastman	39700	-1	250	100	397000000	6	-1	-1	-1
39700100	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39700172	Azula Beastman	39700	-1	250	100	397000100	6	-1	-1	-1
39700200	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39700272	Azula Beastman	39700	-1	250	100	397000200	6	-1	-1	-1
39700300	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39700372	Azula Beastman	39700	-1	250	100	397000300	6	-1	-1	-1
39700400	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39700472	Azula Beastman	39700	-1	250	100	397000350	6	-1	-1	-1
39701000	Armored Beastman of Farum Azula	39700	-1	621	100	-1	6	-1	-1	-1
39701072	Armored Beastman of Farum Azula	39700	-1	621	100	397000700	6	-1	-1	-1
39701100	Armored Beastman of Farum Azula	39700	-1	621	100	-1	6	-1	-1	-1
39701172	Armored Beastman of Farum Azula	39700	-1	621	100	397000800	6	-1	-1	-1
39701200	Armored Beastman of Farum Azula	39700	-1	621	100	-1	6	-1	-1	-1
39701272	Armored Beastman of Farum Azula	39700	-1	250	100	397000750	6	-1	-1	-1
39701910	Beastman of Farum Azula (Limgrave Cave Boss)	39700	-1	621	100	-1	6	-1	-1	-1
39701942	Armored Beastman of Farum Azula (Boss)	39700	-1	621	100	-1	6	-1	-1	-1
39702000	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39702072	Azula Beastman	39700	-1	250	100	397000400	6	-1	-1	-1
39702100	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39702172	Azula Beastman	39700	-1	250	100	397000500	6	-1	-1	-1
39702200	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39702272	Azula Beastman	39700	-1	250	100	397000410	6	-1	-1	-1
39702300	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39702372	Azula Beastman	39700	-1	250	100	397000600	6	-1	-1	-1
39702942	Azula Beastman (Boss)	39700	-1	250	100	-1	6	-1	-1	-1
39703000	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39703072	Azula Beastman	39700	-1	250	100	397000900	6	-1	-1	-1
39703100	Azula Beastman	39700	-1	250	100	-1	6	-1	-1	-1
39703172	Azula Beastman	39700	-1	250	100	397000910	6	-1	-1	-1
39709000	Azula Beastman	39700	-1	211	100	-1	6	-1	-1	-1
40000000	Revenant Follower	40000	-1	153	50	400000000	6	-1	-1	-1
40000020	Revenant Follower	40000	-1	153	50	400000000	6	-1	-1	-1
40000022	Revenant Follower	40000	-1	153	50	400000000	6	-1	-1	-1
40000030	Revenant Follower	40000	-1	153	50	400000000	6	-1	-1	-1
40000031	Revenant Follower (Shaded Castle)	40000	-1	153	50	400000000	6	-1	-1	-1
40000035	Revenant Follower	40000	-1	153	50	400000000	6	-1	-1	-1
40000040	Revenant Follower	40000	-1	153	50	400000000	6	-1	-1	-1
40000054	Revenant Follower	40000	-1	153	50	400000000	6	-1	-1	-1
40000100	Revenant Follower	40000	-1	115	50	400000100	6	-1	-1	-1
40000120	Revenant Follower	40000	-1	115	50	400000100	6	-1	-1	-1
40000140	Revenant Follower	40000	-1	115	50	400000100	6	-1	-1	-1
40000154	Revenant Follower	40000	-1	115	50	400000100	6	-1	-1	-1
40001000	Revenant Follower	40000	-1	250	50	400000200	6	-1	-1	-1
40001020	Revenant Follower	40000	-1	250	50	400000200	6	-1	-1	-1
40001030	Revenant Follower	40000	-1	250	50	400000200	6	-1	-1	-1
40001031	Revenant Follower (Shaded Castle)	40000	-1	250	50	400000200	6	-1	-1	-1
40001054	Revenant Follower	40000	-1	250	50	400000200	6	-1	-1	-1
40001130	Revenant Follower	40000	-1	250	50	400000200	6	-1	-1	-1
40200000	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200003	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200020	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200022	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200030	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200031	Royal Revenant (Shaded Castle)	40200	-1	679	50	402000000	6	4020	-1	-1
40200035	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200040	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200056	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200100	Royal Revenant	40200	-1	679	50	402000000	24	4020	-1	-1
40200130	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40200920	Royal Revenant (Boss)	40200	-1	679	50	-1	6	4020	-1	-1
40208000	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40208020	Royal Revenant	40200	-1	679	50	402020000	6	4020	-1	-1
40208022	Royal Revenant	40200	-1	679	50	402022000	6	4020	-1	-1
40208030	Royal Revenant	40200	-1	679	50	402030000	6	4020	-1	-1
40208031	Royal Revenant (Shaded Castle)	40200	-1	679	50	402031000	6	4020	-1	-1
40208035	Royal Revenant	40200	-1	679	50	402035000	6	4020	-1	-1
40208040	Royal Revenant	40200	-1	679	50	402040000	6	4020	-1	-1
40208056	Royal Revenant	40200	-1	679	50	402056000	6	4020	-1	-1
40208100	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40208122	Royal Revenant	40200	-1	679	50	402022010	6	4020	-1	-1
40208130	Royal Revenant	40200	-1	679	50	402030010	6	4020	-1	-1
40208131	Royal Revenant (Shaded Castle)	40200	-1	679	50	402031010	6	4020	-1	-1
40208156	Royal Revenant	40200	-1	679	50	402056010	6	4020	-1	-1
40208200	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40208230	Royal Revenant	40200	-1	679	50	402030020	6	4020	-1	-1
40208256	Royal Revenant	40200	-1	679	50	402056020	6	4020	-1	-1
40208300	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40208356	Royal Revenant	40200	-1	679	50	402056030	6	4020	-1	-1
40208400	Royal Revenant	40200	-1	679	50	402000000	6	4020	-1	-1
40208456	Royal Revenant	40200	-1	679	50	402056040	6	4020	-1	-1
40400000	Slug	40400	-1	105	50	404000000	6	-1	-1	-1
40400030	Slug	40400	-1	105	50	404000000	6	-1	-1	-1
40400031	Slug (Shaded Castle)	40400	-1	105	50	404000000	6	-1	-1	-1
40400033	Slug	40400	-1	105	50	404000000	6	-1	-1	-1
40400035	Slug	40400	-1	105	50	404000000	6	-1	-1	-1
40400040	Slug	40400	-1	105	50	404000000	6	-1	-1	-1
40400051	Slug	40400	-1	105	50	404000000	6	-1	-1	-1
40401000	Magma Slug	40400	-1	105	50	404000100	6	-1	-1	-1
40401032	Magma Slug	40400	-1	105	50	404000100	6	-1	-1	-1
40401038	Magma Slug	40400	-1	105	50	404000100	6	-1	-1	-1
40402000	Worm Slug	40400	-1	105	50	404000000	6	-1	-1	-1
40402030	Worm Slug	40400	-1	105	50	404000000	57	-1	-1	-1
40403000	Fire Slug	40400	-1	105	50	404000200	6	-1	-1	-1
40403010	Fire Slug	40400	-1	105	50	404000200	6	-1	-1	-1
40403020	Fire Slug	40400	-1	105	50	404000200	6	-1	-1	-1
40403033	Fire Slug	40400	-1	105	50	404000200	6	-1	-1	-1
40403050	Fire Slug	40400	-1	105	50	404000200	6	-1	-1	-1
40403052	Fire Slug	40400	-1	105	50	404000200	6	-1	-1	-1
40500000	Kaiden Sellsword	40500	-1	487	55	405000000	6	-1	-1	-1
40500010	Kaiden Sellsword	40500	-1	487	55	405000000	6	-1	-1	-1
40500012	Kaiden Sellsword	40500	-1	487	55	405000000	6	-1	-1	-1
40500013	Kaiden Sellsword	40500	-1	487	55	-1	6	-1	-1	-1
40500052	Kaiden Sellsword	40500	-1	487	55	405000000	6	-1	-1	-1
40500098	Kaiden Sellsword	40500	-1	487	55	405000000	6	-1	-1	-1
40500100	Kaiden Sellsword	40500	-1	487	55	405000000	6	-1	-1	-1
40509500	Kaiden Sellsword	40500	-1	99999	55	-1	8	-1	-1	-1
40600000	Horse	40600	8000	371	50	406000000	6	4060	-1	-1
40600010	Kaiden Sellsword Horse	40600	8000	371	50	406000000	6	4060	-1	-1
40600052	Kaiden Sellsword Horse	40600	8000	371	50	406000000	6	4060	-1	-1
40700000	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700009	Wolf	40700	-1	78	50	-1	6	-1	-1	-1
40700010	Wolf	40700	-1	78	50	407000000	48	-1	-1	-1
40700012	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700013	Wolf	40700	-1	78	50	-1	6	-1	-1	-1
40700020	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700030	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700032	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700033	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700036	Wolf	40700	-1	78	50	407000000	24	-1	-1	-1
40700042	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700051	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700052	Wolf	40700	-1	78	50	407000000	60	-1	-1	-1
40700065	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700100	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700110	Wolf	40700	-1	78	50	407000000	48	-1	-1	-1
40700112	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700152	Wolf	40700	-1	78	50	407000000	60	-1	-1	-1
40700165	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40700550	Wolf	40700	-1	78	50	-1	6	-1	-1	-1
40700900	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40701000	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40701010	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40701012	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40702000	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40702010	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40702012	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40708000	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40708024	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40709000	Wolf	40700	-1	78	50	407000000	6	-1	-1	-1
40710000	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710009	White Wolf	40700	4070	409	50	-1	6	-1	4070	4070
40710010	White Wolf	40700	4070	409	50	407100000	48	-1	4070	4070
40710012	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710020	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710022	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710030	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710032	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710033	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710042	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710051	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710052	White Wolf	40700	4070	409	50	407100000	60	-1	4070	4070
40710065	White Wolf	40700	4070	409	50	407100000	6	-1	4070	4070
40710550	White Wolf	40700	4070	409	50	-1	6	-1	4070	4070
40800000	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800010	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800012	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800013	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800014	Rat (Stormveil Castle)	40800	-1	162	50	408000000	6	4080	4090	-1
40800020	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800028	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800030	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800032	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800034	Rat  (Leyndell)	40800	-1	162	50	408000100	6	4080	4090	-1
40800035	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800040	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800042	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800050	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800051	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800052	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800054	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800064	Rat (Siofra River)	40800	-1	162	50	408000000	6	4080	4090	-1
40800065	Rat	40800	-1	162	50	408000100	6	4080	4090	-1
40800100	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800134	Rat (Leyndell)	40800	-1	162	50	408000100	6	4080	4090	-1
40800210	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800212	Rat	40800	-1	162	50	408000000	6	4080	4090	-1
40800300	Rat	40800	-1	162	50	408000200	6	4080	4090	-1
40800312	Rat	40800	-1	162	50	408000200	6	4080	4090	-1
40800320	Rat	40800	-1	162	50	408000200	6	4080	4090	-1
40800352	Rat	40800	-1	162	50	408000300	6	4080	4090	-1
40900000	Giant Rat	40900	-1	556	50	409000000	6	-1	4090	-1
40900010	Giant Rat	40900	-1	556	50	409000000	6	-1	4090	-1
40900012	Giant Rat	40900	-1	556	50	409000000	6	-1	4090	-1
40900014	Giant Rat (Stormveil Castle)	40900	-1	556	50	409000000	6	-1	4090	-1
40900020	Giant Rat	40900	-1	556	50	409000000	6	-1	4090	-1
40900030	Giant Rat	40900	-1	556	50	409000100	6	-1	4090	-1
40900032	Giant Rat	40900	-1	556	50	409000100	6	-1	4090	-1
40900034	Giant Rat (Leyndell)	40900	-1	556	50	409000100	6	-1	4090	-1
40900035	Giant Rat	40900	-1	556	50	409000100	6	-1	4090	-1
40900040	Giant Rat	40900	-1	556	50	409000100	6	-1	4090	-1
40900042	Giant Rat	40900	-1	556	50	409000100	6	-1	4090	-1
40900054	Giant Rat	40900	-1	556	50	409000100	6	-1	4090	-1
40900064	Giant Rat (Siofra River)	40900	-1	556	50	409000000	6	-1	4090	-1
40900210	Giant Rat	40900	-1	556	50	409000000	6	-1	4090	-1
40900300	Giant Rat	40900	-1	556	50	409000200	6	-1	4090	-1
40900312	Giant Rat	40900	-1	556	50	409000200	6	-1	4090	-1
40900320	Giant Rat	40900	-1	556	50	409000200	6	-1	4090	-1
40900352	Giant Rat	40900	-1	556	50	409000300	6	-1	4090	-1
41000000	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41000010	Demi-Human	41000	-1	119	10	410000000	51	-1	-1	-1
41000012	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41000020	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41000030	Demi-Human	41000	-1	119	10	410000000	9	-1	-1	-1
41000032	Demi-Human	41000	-1	119	10	410000010	6	-1	-1	-1
41000040	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41000042	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41000050	Demi-Human	41000	-1	119	10	410000000	48	-1	-1	-1
41000200	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41000212	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41000910	Demi-Human	41000	-1	119	10	-1	6	-1	-1	-1
41001000	Demi-Human	41000	-1	119	50	410000100	6	-1	-1	-1
41001009	Demi-Human	41000	-1	119	50	-1	6	-1	-1	-1
41001010	Demi-Human	41000	-1	119	50	410000100	51	-1	-1	-1
41001012	Demi-Human	41000	-1	119	50	410000100	6	-1	-1	-1
41001020	Demi-Human	41000	-1	119	50	410000100	6	-1	-1	-1
41001030	Demi-Human	41000	-1	119	50	410000100	9	-1	-1	-1
41001032	Demi-Human	41000	-1	119	50	410000110	6	-1	-1	-1
41001040	Demi-Human	41000	-1	119	50	410000100	6	-1	-1	-1
41001042	Demi-Human	41000	-1	119	50	410000100	6	-1	-1	-1
41001050	Demi-Human	41000	-1	119	50	410000100	48	-1	-1	-1
41001130	Demi-Human	41000	-1	119	50	410000100	9	-1	-1	-1
41001200	Demi-Human	41000	-1	119	50	410000100	6	-1	-1	-1
41001212	Demi-Human	41000	-1	119	50	410000100	6	-1	-1	-1
41002000	Demi-Human	41000	-1	119	50	410000200	6	-1	-1	-1
41002010	Demi-Human	41000	-1	119	50	410000200	51	-1	-1	-1
41002012	Demi-Human	41000	-1	119	50	410000200	6	-1	-1	-1
41002020	Demi-Human	41000	-1	119	50	410000200	6	-1	-1	-1
41002030	Demi-Human	41000	-1	119	50	410000200	9	-1	-1	-1
41002032	Demi-Human	41000	-1	119	50	410000210	6	-1	-1	-1
41002040	Demi-Human	41000	-1	119	50	410000200	6	-1	-1	-1
41002042	Demi-Human	41000	-1	119	50	410000200	6	-1	-1	-1
41002050	Demi-Human	41000	-1	119	50	410000200	48	-1	-1	-1
41002200	Demi-Human	41000	-1	119	50	410000200	6	-1	-1	-1
41002212	Demi-Human	41000	-1	119	50	410000200	6	-1	-1	-1
41002910	Demi-Human	41000	-1	119	50	-1	6	-1	-1	-1
41009000	Demi-Human	41000	-1	119	10	410000000	6	-1	-1	-1
41009100	Demi-Human	41000	-1	119	10	410000000	2	-1	-1	-1
41009200	Demi-Human	41000	-1	119	10	410000000	29	-1	-1	-1
41010000	Large Demi-Human	41010	4100	233	50	410100000	6	-1	4100	4100
41010010	Large Demi-Human	41010	4100	233	50	410100000	51	-1	4100	4100
41010012	Large Demi-Human	41010	4100	233	50	410100000	6	-1	4100	4100
41010020	Large Demi-Human	41010	4100	233	50	410100000	6	-1	4100	4100
41010030	Large Demi-Human	41010	4100	233	50	410100000	9	-1	4100	4100
41010032	Large Demi-Human	41010	4100	233	50	410100010	6	-1	4100	4100
41010050	Large Demi-Human	41010	4100	233	50	410100000	48	-1	4100	4100
41100000	Demi-Human Shaman	41100	-1	85	50	411000000	6	-1	4100	-1
41100010	Demi-Human Shaman	41100	-1	85	50	411000000	51	-1	4100	-1
